statistic_id,max,q999,q99,q95,q05,q01,q001,min,n,par,n_stats
00001,3680,1060,260,66.3,0.7,0.3,0,-0.4,185600,63680,71
00002,2790,360,89.9200000000012,25.1,0.2,0,-0.5,-1,186781,63680,71
