statistic_id,max,q999,q99,q95,q05,q01,q001,min,n,par,n_stats
00001,26,25.711,24,23,0,0,0,0,1290,00480,1
00002,0.4,0.4,0.3,0.2,0,0,0,0,1289,00480,1
