statistic_id,max,q999,q99,q95,q05,q01,q001,min,n,par,n_stats
00001,6760,3627.94000000002,217.969999999999,89,47,42,36,34,12104,00095,4
00002,294,264.902,100.02,83,43,38,33,31,12099,00095,4
