statistic_id,max,q999,q99,q95,q05,q01,q001,min,n,par,n_stats
1,34.2,27.7,24.7,21.8,3.9,2,0.3,-0.7,558010,10,213
2,27.1,24.2,22.3,19.6,3.1,1.1,0,-0.8,555259,10,213
