statistic_id,max,q999,q99,q95,q05,q01,q001,min,n,par,n_stats
00001,9.4,9.17060000000001,8.5,7.9,7,6.9,6.6,6.4,12295,00400,3
00002,8.1,7.9,7.6,7.5,6.9,6.7,6.4,6,12291,00400,3
