statistic_id,max,q999,q99,q95,q05,q01,q001,min,n,par,n_stats
00001,661,644.92,601.3,520.5,64,56,52,49,3771,00095,5
00002,642,632.228,581.28,508,62.6,54,49,44,3773,00095,5
