statistic_id,max,q999,q99,q95,q05,q01,q001,min,n,par,n_stats
00001,10.6,10.3,9.7,9,6.9,6.7,6.5,5.7,215917,00400,53
00002,10.4,10,9.5,8.7,6.8,6.6,6.3,5.5,215907,00400,53
